Apartment Name,Room Type,Unit Number,Unit Price,Unit Area,Available Time
Carson Street Commons,Josephine	2 beds	2 baths,45CSCT,"$2,230","1,404 Sq Ft",Now
Carson Street Commons,Josephine	2 beds	2 baths,17CSCT,"$2,205","1,404 Sq Ft",Oct 3
Carson Street Commons,Sarah w/Balcony	2 beds	2 baths,1BWHCT,"$1,900","1,027 Sq Ft",Oct 2
Carson Street Commons,Sarah w/Balcony	2 beds	2 baths,2500BW,"$1,850","1,027 Sq Ft",Nov 26
Carson Street Commons,Olivia (Corner)	2 beds	2 baths,57CSCT,"$1,980","1,154 Sq Ft",Oct 2
Carson Street Commons,Olivia	2 beds	2 baths,49CSCT,"$1,940","1,120 Sq Ft",Oct 8
Carson Street Commons,Wharton w/Garage	2 beds	2 baths,13AWCT,"$2,290","1,440 Sq Ft",Dec 24
Grandview Pointe Apartments,Olympia	1 bed	1 bath,1-603,"$1,693",765 Sq Ft,Oct 28
Grandview Pointe Apartments,McKinley	2 beds	2 baths,1-205,"$2,149","1,224 Sq Ft",Now
Grandview Pointe Apartments,McKinley	2 beds	2 baths,1-310,"$1,960","1,224 Sq Ft","Jan 6, 2025"
Grandview Pointe Apartments,Sweetbriar	2 beds	2 baths,1-601,"$2,552","1,224 Sq Ft",Now
Grandview Pointe Apartments,Sweetbriar	2 beds	2 baths,1-201,"$2,483","1,224 Sq Ft",Oct 14
Royal York Apartments,2 beds	1 bath,2BR/1.0BA,"$1,700","1,240 – 1,331 sq ft",Available Now
Royal York Apartments,3 beds	2 baths,3BR/2.0BA,"$2,700","1,952 sq ft",Available Now
Park View Apartments,ST-A	Studio	1 bath,PV4-0320,"$1,035",415 Sq Ft,Now
Park View Apartments,ST-A	Studio	1 bath,PV4-0612,"$1,050",415 Sq Ft,Now
Park View Apartments,ST-A	Studio	1 bath,PV4-0717,"$1,055",415 Sq Ft,Now
Park View Apartments,ST-C	Studio	1 bath,PV1-0716,"$1,150",530 Sq Ft,Now
Park View Apartments,ST-C	Studio	1 bath,PV1-0714,"$1,150",530 Sq Ft,Now
Park View Apartments,ST-C	Studio	1 bath,PV1-0318,"$1,235",530 Sq Ft,Now
Park View Apartments,ST-G	Studio	1 bath,PV1-0702,"$1,480",630 Sq Ft,Now
Park View Apartments,ST-G	Studio	1 bath,PV1-0203,"$1,225",630 Sq Ft,Oct 1
Park View Apartments,ST-G	Studio	1 bath,PV2-0203,"$1,180",630 Sq Ft,Oct 24
Park View Apartments,ST-E	Studio	1 bath,PV2-0401,"$1,235",610 Sq Ft,Now
Park View Apartments,ST-E	Studio	1 bath,PV2-0110,"$1,240",610 Sq Ft,Now
Park View Apartments,ST-E	Studio	1 bath,PV2-0601,"$1,245",610 Sq Ft,Now
Park View Apartments,ST-F	Studio	1 bath,PV1-0526,"$1,455",600 Sq Ft,Now
Park View Apartments,ST-D	Studio	1 bath,PV1-0111,"$1,350",585 Sq Ft,Oct 19
Park View Apartments,ST-B	Studio	1 bath,PV1-0625,"$1,160",480 Sq Ft,Oct 30
Park View Apartments,1B-A	1 bed	1 bath,PV2-0419,"$1,280",710 Sq Ft,Now
Park View Apartments,1B-A	1 bed	1 bath,PV2-0518,"$1,330",670 Sq Ft,Now
Park View Apartments,1B-A	1 bed	1 bath,PV1-0124,"$1,415",670 Sq Ft,Now
Park View Apartments,1B-C	1 bed	1 bath,PV4-0819,"$1,280",685 Sq Ft,Now
Park View Apartments,1B-C	1 bed	1 bath,PV3-0622,"$1,300",675 Sq Ft,Now
Park View Apartments,1B-C	1 bed	1 bath,PV3-0904,"$1,320",685 Sq Ft,Oct 4
Park View Apartments,1B-B	1 bed	1 bath,PV2-0216,"$1,365",675 Sq Ft,Now
Park View Apartments,1B-E	1 bed	1 bath,PV3-0401,"$1,495",890 Sq Ft,Now
Park View Apartments,1B-Custom1	1 bed	1 bath,PV3-0113,"$1,590",840 Sq Ft,Nov 29
Park View Apartments,2B-A	2 beds	1 bath,PV1-0613,"$2,200","1,040 Sq Ft",Now
Park View Apartments,2B-A	2 beds	1 bath,PV2-0512,"$1,615","1,020 Sq Ft",Oct 1
Park View Apartments,2B-A	2 beds	1 bath,PV1-0712,"$2,210","1,040 Sq Ft",Oct 8
Park View Apartments,2B-B	2 beds	2 baths,PV1-0405,"$1,840","1,330 Sq Ft",Oct 27
Park View Apartments,2B-B	2 beds	2 baths,PV1-0605,"$1,815","1,330 Sq Ft",Nov 3
Oakland Apartments,Studio	1 bath,Atwood,"$1,029 – $1,050",,Available Now
Oakland Apartments,1 bed	1 bath,Melwood Center,"$1,049 – $1,100",,Available Now
Oakland Apartments,2 beds	1 bath,Melwood Center,"$1,299",,Available Now
Oakland Apartments,2 beds	1 bath,Craig Manor,"$1,499",650 – 900 sq ft,Available Now
Oakland Apartments,2 beds	1 bath,Craig House,"$1,499",750 sq ft,Available Now
Oakland Apartments,2 beds	1 bath,Royal Windsor,"$1,499 – $1,525",755 – 775 sq ft,Available Now
Oakland Apartments,2 beds	1 bath,The Saxony For August 2025!,"$1,849",,Available Now
Oakland Apartments,2 beds	1 bath,Royal Windsor 2 Bedroom For August 2025!,"$1,889",,Available Now
Oakland Apartments,2 beds	2 baths,Anita Hall 2 Bedroom for August 2025!,"$2,099",,Available Now
Oakland Apartments,3 beds	1 bath,Melwood 3 Bedroom for MAY 2025!,"$2,199",,Available Now
Oakland Apartments,3 beds	2 baths,Craig Manor 3 Bed 2 Bath for AUGUST 2025!,"$2,425",,Available Now
Oakland Apartments,3 beds	1 bath,Dawson St. For AUGUST 2025!,"$2,459",,Available Now
Oakland Apartments,3 beds	1.5 baths,Bigelow Townhouses for AUGUST 2025!,"$2,625",,Available Now
Oakland Apartments,3 beds	1 bath,Bouquet Apartments for August 2025!,"$3,325",,Available Now
Oakland Apartments,4 beds	1 bath,Melwood Center 4-Bed For AUGUST 2025!,"$2,449",,Available Now
Oakland Apartments,4 beds	2 baths,"Royal Windsor 4-Bed, 2-Bath for AUGUST 2025!","$3,255",,Available Now
Oakland Apartments,5 beds	3 baths,Royal Windsor Penthouse FOR AUGUST 2025!,"$4,199",,Available Now
Oakland Apartments,5 beds	3 baths,Bates House for August 2025! ,"$5,000",,Available Now
900 Penn Ave,Studio C	Studio	1 bath,504,"$1,379",580 Sq Ft,Now
900 Penn Ave,Studio A	Studio	1 bath,601,"$1,499",520 Sq Ft,Now
900 Penn Ave,1 Bedroom	1 bed	1 bath,503,"$1,799",870 Sq Ft,Oct 7
900 Penn Ave,2 Bedrooms	2 beds	2 baths,405,"$2,099","1,200 Sq Ft",Now
Nineteen North Apartments and Townhomes,One Bedroom - 700 sqft	1 bed	1 bath,11-0001,"$1,325",700 Sq Ft,Now
Nineteen North Apartments and Townhomes,One Bedroom - 700 sqft	1 bed	1 bath,72-008,"$1,356",700 Sq Ft,Oct 16
Nineteen North Apartments and Townhomes,One Bedroom - 700 sqft	1 bed	1 bath,30-001,"$1,310",700 Sq Ft,Nov 9
Nineteen North Apartments and Townhomes,One Bedroom - 724 sqft	1 bed	1 bath,80-003,"$1,315",724 Sq Ft,Now
Nineteen North Apartments and Townhomes,One Bedroom - 724 sqft	1 bed	1 bath,10-0001,"$1,340",724 Sq Ft,Now
Nineteen North Apartments and Townhomes,One Bedroom - 724 sqft	1 bed	1 bath,60-010,"$1,350",724 Sq Ft,Now
Nineteen North Apartments and Townhomes,Two Bedroom - 923 sqft	2 beds	1 bath,50-003,"$1,480",923 Sq Ft,Now
Nineteen North Apartments and Townhomes,Two Bedroom - 923 sqft	2 beds	1 bath,92-009,"$1,480",923 Sq Ft,Now
Nineteen North Apartments and Townhomes,Two Bedroom - 923 sqft	2 beds	1 bath,70-002,"$1,505",923 Sq Ft,Now
